# This file is generated by MACS version 2.1.2
# Command line: callpeak -t CHNM36.bam.sorted.bam -c CHNM35.bam.sorted.bam -f BAM -n RUNX1ChIP_MCF10AOEq0.05 -g hs -B -q 0.05
# ARGUMENTS LIST:
# name = RUNX1ChIP_MCF10AOEq0.05
# format = BAM
# ChIP-seq file = ['CHNM36.bam.sorted.bam']
# control file = ['CHNM35.bam.sorted.bam']
# effective genome size = 2.70e+09
# band width = 300
# model fold = [5, 50]
# qvalue cutoff = 5.00e-02
# The maximum gap between significant sites is assigned as the read length/tag size.
# The minimum length of peaks is assigned as the predicted fragment length "d".
# Larger dataset will be scaled towards smaller dataset.
# Range for calculating regional lambda is: 1000 bps and 10000 bps
# Broad region calling is off
# Paired-End mode is off

# tag size is determined as 54 bps
# total tags in treatment: 89501295
# tags after filtering in treatment: 80338845
# maximum duplicate tags at the same position in treatment = 1
# Redundant rate in treatment: 0.10
# total tags in control: 94686274
# tags after filtering in control: 87410774
# maximum duplicate tags at the same position in control = 1
# Redundant rate in control: 0.08
# d = 74
# alternative fragment length(s) may be 74 bps
chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name
chr17	3846244	3846323	80	3846251	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_5148
chr17	3883203	3883386	184	3883298	27.00	20.80799	8.74486	16.25958	RUNX1ChIP_MCF10AOEq0.05_peak_5149
chr17	3888463	3888673	211	3888501	22.00	15.44289	7.18328	11.24790	RUNX1ChIP_MCF10AOEq0.05_peak_5150
chr17	4161324	4161460	137	4161349	13.00	4.50168	2.99377	1.41348	RUNX1ChIP_MCF10AOEq0.05_peak_5151
chr17	4206983	4207292	310	4207187	41.00	22.33973	6.44708	17.72029	RUNX1ChIP_MCF10AOEq0.05_peak_5152
chr17	4375150	4375238	89	4375235	13.00	4.50168	2.99377	1.41348	RUNX1ChIP_MCF10AOEq0.05_peak_5153
chr17	4510760	4510877	118	4510818	20.00	13.42037	6.55865	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_5154
chr17	4678511	4678655	145	4678579	23.00	11.75065	5.13217	7.84452	RUNX1ChIP_MCF10AOEq0.05_peak_5155
chr17	4852804	4852914	111	4852862	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_5156
chr17	4853185	4853538	354	4853291	27.00	20.80799	8.74486	16.25958	RUNX1ChIP_MCF10AOEq0.05_peak_5157
chr17	4934152	4934526	375	4934341	27.00	18.30489	7.45219	13.93575	RUNX1ChIP_MCF10AOEq0.05_peak_5158
chr17	5260672	5260777	106	5260741	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_5159
chr17	5776149	5776444	296	5776251	28.00	21.35801	8.75486	16.79919	RUNX1ChIP_MCF10AOEq0.05_peak_5160
chr17	6232591	6232665	75	6232619	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_5161
chr17	6292101	6292261	161	6292156	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_5162
chr17	6365710	6365938	229	6365835	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_5163
chr17	6427552	6427821	270	6427691	31.00	25.37712	9.99413	20.57227	RUNX1ChIP_MCF10AOEq0.05_peak_5164
chr17	6546353	6546680	328	6546499	37.00	24.78629	8.12594	20.02050	RUNX1ChIP_MCF10AOEq0.05_peak_5165
chr17	6567417	6567603	187	6567449	18.00	11.47212	5.93078	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_5166
chr17	6638051	6638345	295	6638224	28.00	21.92877	9.05718	17.31578	RUNX1ChIP_MCF10AOEq0.05_peak_5167
chr17	6677435	6677676	242	6677607	28.00	21.92877	9.05718	17.31578	RUNX1ChIP_MCF10AOEq0.05_peak_5168
chr17	6752580	6752788	209	6752722	21.00	14.42207	6.87096	10.30053	RUNX1ChIP_MCF10AOEq0.05_peak_5169
chr17	6753163	6753277	115	6753207	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_5170
chr17	6862630	6862785	156	6862715	18.00	11.33745	5.85619	7.49158	RUNX1ChIP_MCF10AOEq0.05_peak_5171
chr17	6863030	6863144	115	6863076	14.00	7.27510	4.34975	3.79586	RUNX1ChIP_MCF10AOEq0.05_peak_5172
chr17	6875473	6875553	81	6875502	14.00	6.62566	3.99224	3.21902	RUNX1ChIP_MCF10AOEq0.05_peak_5173
chr17	6924364	6924536	173	6924474	20.00	11.59792	5.58914	7.70115	RUNX1ChIP_MCF10AOEq0.05_peak_5174
chr17	7220562	7220694	133	7220643	26.00	17.29660	7.18604	12.99661	RUNX1ChIP_MCF10AOEq0.05_peak_5175
chr17	7293250	7293463	214	7293334	29.00	23.06420	9.36950	18.38708	RUNX1ChIP_MCF10AOEq0.05_peak_5176
chr17	7296476	7296611	136	7296477	17.00	4.70851	2.76304	1.54483	RUNX1ChIP_MCF10AOEq0.05_peak_5177
chr17	7990046	7990306	261	7990195	35.00	26.87710	9.58138	21.99564	RUNX1ChIP_MCF10AOEq0.05_peak_5178
chr17	7992451	7992727	277	7992576	31.00	25.12899	9.86305	20.35730	RUNX1ChIP_MCF10AOEq0.05_peak_5179
chr17	8019828	8019995	168	8019897	21.00	12.50251	5.85529	8.53128	RUNX1ChIP_MCF10AOEq0.05_peak_5180
chr17	8029231	8029484	254	8029318	21.00	10.13314	4.70449	6.37735	RUNX1ChIP_MCF10AOEq0.05_peak_5181
chr17	8041391	8041491	101	8041446	11.00	5.44370	3.74780	2.17258	RUNX1ChIP_MCF10AOEq0.05_peak_5182
chr17	8056269	8056492	224	8056384	21.00	14.42207	6.87096	10.30053	RUNX1ChIP_MCF10AOEq0.05_peak_5183
chr17	8119183	8119267	85	8119212	15.00	8.61671	4.93153	5.01241	RUNX1ChIP_MCF10AOEq0.05_peak_5184
chr17	8122616	8122738	123	8122678	22.00	14.73797	6.80381	10.60695	RUNX1ChIP_MCF10AOEq0.05_peak_5185
chr17	8125756	8125834	79	8125770	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_5186
chr17	8173483	8173575	93	8173516	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_5187
chr17	8186838	8187009	172	8186909	19.00	12.43868	6.24633	8.47994	RUNX1ChIP_MCF10AOEq0.05_peak_5188
chr17	8187118	8187241	124	8187190	15.00	5.76642	3.42145	2.47326	RUNX1ChIP_MCF10AOEq0.05_peak_5189
chr17	8187570	8187677	108	8187634	17.00	10.40696	5.54797	6.64143	RUNX1ChIP_MCF10AOEq0.05_peak_5190
chr17	8220374	8220601	228	8220547	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_5191
chr17	8220828	8220929	102	8220882	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_5192
chr17	8221539	8221612	74	8221549	12.00	6.22087	4.06012	2.85022	RUNX1ChIP_MCF10AOEq0.05_peak_5193
chr17	8222261	8222366	106	8222265	12.00	6.22087	4.06012	2.85022	RUNX1ChIP_MCF10AOEq0.05_peak_5194
chr17	8226187	8226266	80	8226205	15.00	7.39439	4.25839	3.89968	RUNX1ChIP_MCF10AOEq0.05_peak_5195
chr17	8250127	8250464	338	8250339	26.00	19.70236	8.43255	15.22614	RUNX1ChIP_MCF10AOEq0.05_peak_5196
chr17	8345030	8345354	325	8345224	29.00	14.48025	5.36147	10.35575	RUNX1ChIP_MCF10AOEq0.05_peak_5197
chr17	8695313	8695475	163	8695375	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_5198
chr17	8720031	8720123	93	8720083	12.00	6.22087	4.06012	2.85022	RUNX1ChIP_MCF10AOEq0.05_peak_5199
chr17	8727208	8727327	120	8727275	14.00	6.18683	3.75697	2.85022	RUNX1ChIP_MCF10AOEq0.05_peak_5200
chr17	8763600	8763774	175	8763646	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_5201
chr17	8804710	8804881	172	8804782	25.00	16.30398	6.91989	12.07201	RUNX1ChIP_MCF10AOEq0.05_peak_5202
chr17	8858068	8858179	112	8858129	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_5203
chr17	8859273	8859382	110	8859317	17.00	7.13320	3.84913	3.65834	RUNX1ChIP_MCF10AOEq0.05_peak_5204
chr17	8995982	8996229	248	8996157	19.00	8.59162	4.27681	4.99156	RUNX1ChIP_MCF10AOEq0.05_peak_5205
chr17	8996290	8996379	90	8996322	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_5206
chr17	9346377	9346614	238	9346481	30.00	15.31160	5.54019	11.16045	RUNX1ChIP_MCF10AOEq0.05_peak_5207
chr17	9389164	9389268	105	9389252	15.00	8.26298	4.73309	4.68057	RUNX1ChIP_MCF10AOEq0.05_peak_5208
chr17	9666664	9666856	193	9666691	13.00	5.88422	3.72609	2.57094	RUNX1ChIP_MCF10AOEq0.05_peak_5209
chr17	9668678	9668771	94	9668708	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_5210
chr17	9670857	9670997	141	9670928	20.00	9.35247	4.49065	5.67275	RUNX1ChIP_MCF10AOEq0.05_peak_5211
chr17	9676776	9676849	74	9676782	13.00	6.34348	3.98125	2.96888	RUNX1ChIP_MCF10AOEq0.05_peak_5212
chr17	9860984	9861165	182	9861042	21.00	14.42207	6.87096	10.30053	RUNX1ChIP_MCF10AOEq0.05_peak_5213
chr17	9896370	9896499	130	9896443	14.00	7.75966	4.62331	4.24746	RUNX1ChIP_MCF10AOEq0.05_peak_5214
chr17	10119878	10120011	134	10119903	15.00	7.32873	4.22327	3.84791	RUNX1ChIP_MCF10AOEq0.05_peak_5215
chr17	10579429	10579575	147	10579486	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_5216
chr17	10689758	10689831	74	10689775	16.00	8.18886	4.52454	4.60940	RUNX1ChIP_MCF10AOEq0.05_peak_5217
chr17	11949495	11949749	255	11949603	23.00	16.48204	7.49560	12.21562	RUNX1ChIP_MCF10AOEq0.05_peak_5218
chr17	13346059	13346223	165	13346158	24.00	17.53878	7.80791	13.20109	RUNX1ChIP_MCF10AOEq0.05_peak_5219
chr17	13395953	13396279	327	13396223	21.00	12.50251	5.85529	8.53128	RUNX1ChIP_MCF10AOEq0.05_peak_5220
chr17	14062283	14062414	132	14062341	21.00	14.23069	6.76666	10.16323	RUNX1ChIP_MCF10AOEq0.05_peak_5221
chr17	14156908	14157008	101	14156935	16.00	8.18886	4.52454	4.60940	RUNX1ChIP_MCF10AOEq0.05_peak_5222
chr17	14206034	14206164	131	14206102	17.00	9.00765	4.79069	5.34601	RUNX1ChIP_MCF10AOEq0.05_peak_5223
chr17	14672926	14673133	208	14673042	21.00	13.99968	6.64162	9.93671	RUNX1ChIP_MCF10AOEq0.05_peak_5224
chr17	14738440	14738553	114	14738485	14.00	6.62566	3.99224	3.21902	RUNX1ChIP_MCF10AOEq0.05_peak_5225
chr17	14738619	14738717	99	14738658	19.00	12.43868	6.24633	8.47994	RUNX1ChIP_MCF10AOEq0.05_peak_5226
chr17	14748372	14748576	205	14748442	21.00	14.42207	6.87096	10.30053	RUNX1ChIP_MCF10AOEq0.05_peak_5227
chr17	14756619	14756794	176	14756708	19.00	12.43868	6.24633	8.47994	RUNX1ChIP_MCF10AOEq0.05_peak_5228
chr17	14942654	14942760	107	14942740	16.00	6.43775	3.63529	3.05085	RUNX1ChIP_MCF10AOEq0.05_peak_5229
chr17	15409708	15409790	83	15409745	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_5230
chr17	15657938	15658090	153	15658037	19.00	12.43868	6.24633	8.47994	RUNX1ChIP_MCF10AOEq0.05_peak_5231
chr17	15659808	15659889	82	15659833	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_5232
chr17	15948053	15948293	241	15948240	21.00	14.42207	6.87096	10.30053	RUNX1ChIP_MCF10AOEq0.05_peak_5233
chr17	15963770	15964179	410	15963987	23.00	16.30021	7.39729	12.07201	RUNX1ChIP_MCF10AOEq0.05_peak_5234
chr17	15973100	15973268	169	15973206	14.00	7.75966	4.62331	4.24746	RUNX1ChIP_MCF10AOEq0.05_peak_5235
chr17	16378785	16378964	180	16378896	22.00	15.44289	7.18328	11.24790	RUNX1ChIP_MCF10AOEq0.05_peak_5236
chr17	16420093	16420189	97	16420141	20.00	13.42037	6.55865	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_5237
chr17	16442190	16442265	76	16442226	12.00	6.22087	4.06012	2.85022	RUNX1ChIP_MCF10AOEq0.05_peak_5238
chr17	16525018	16525149	132	16525064	15.00	7.39439	4.25839	3.89968	RUNX1ChIP_MCF10AOEq0.05_peak_5239
chr17	16751737	16751841	105	16751804	17.00	9.00765	4.79069	5.34601	RUNX1ChIP_MCF10AOEq0.05_peak_5240
chr17	16861236	16861396	161	16861268	15.00	7.77416	4.46367	4.26071	RUNX1ChIP_MCF10AOEq0.05_peak_5241
chr17	17014811	17014946	136	17014880	18.00	9.76931	5.01513	6.04229	RUNX1ChIP_MCF10AOEq0.05_peak_5242
chr17	17017965	17018081	117	17018022	12.00	5.17186	3.45994	1.96247	RUNX1ChIP_MCF10AOEq0.05_peak_5243
chr17	17045222	17045407	186	17045338	31.00	22.48444	8.51678	17.85036	RUNX1ChIP_MCF10AOEq0.05_peak_5244
chr17	17063622	17063927	306	17063653	19.00	10.71327	5.32299	6.89188	RUNX1ChIP_MCF10AOEq0.05_peak_5245
chr17	17140567	17140757	191	17140640	19.00	12.43868	6.24633	8.47994	RUNX1ChIP_MCF10AOEq0.05_peak_5246
chr17	17237188	17237324	137	17237259	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_5247
chr17	17388856	17389228	373	17389065	34.00	28.94536	10.93108	23.95658	RUNX1ChIP_MCF10AOEq0.05_peak_5248
chr17	17391964	17392431	468	17392189	44.00	40.67651	13.58513	35.17321	RUNX1ChIP_MCF10AOEq0.05_peak_5249
chr17	17395905	17396209	305	17395931	22.00	15.44289	7.18328	11.24790	RUNX1ChIP_MCF10AOEq0.05_peak_5250
chr17	17408553	17408774	222	17408625	27.00	15.19042	5.98753	11.04654	RUNX1ChIP_MCF10AOEq0.05_peak_5251
chr17	17446151	17446507	357	17446411	25.00	18.61243	8.12023	14.20591	RUNX1ChIP_MCF10AOEq0.05_peak_5252
chr17	17511951	17512094	144	17512028	16.00	8.18886	4.52454	4.60940	RUNX1ChIP_MCF10AOEq0.05_peak_5253
chr17	17840901	17841189	289	17840971	21.00	10.13314	4.70449	6.37735	RUNX1ChIP_MCF10AOEq0.05_peak_5254
chr17	17841278	17841423	146	17841343	26.00	19.70236	8.43255	15.22614	RUNX1ChIP_MCF10AOEq0.05_peak_5255
chr17	17841672	17841813	142	17841713	16.00	8.18886	4.52454	4.60940	RUNX1ChIP_MCF10AOEq0.05_peak_5256
chr17	17843240	17843334	95	17843295	18.00	9.94521	5.10681	6.20005	RUNX1ChIP_MCF10AOEq0.05_peak_5257
chr17	17849251	17849452	202	17849381	19.00	12.05861	6.03784	8.14430	RUNX1ChIP_MCF10AOEq0.05_peak_5258
chr17	17900822	17900922	101	17900848	15.00	5.76642	3.42145	2.47326	RUNX1ChIP_MCF10AOEq0.05_peak_5259
chr17	17922930	17923046	117	17922975	14.00	6.97769	4.18469	3.55589	RUNX1ChIP_MCF10AOEq0.05_peak_5260
chr17	18005584	18005804	221	18005673	21.00	14.42207	6.87096	10.30053	RUNX1ChIP_MCF10AOEq0.05_peak_5261
chr17	18026341	18026611	271	18026411	22.00	13.42617	6.12144	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_5262
chr17	18377467	18377800	334	18377586	26.00	19.70236	8.43255	15.22614	RUNX1ChIP_MCF10AOEq0.05_peak_5263
chr17	18474854	18475024	171	18474920	18.00	11.47793	5.93401	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_5264
chr17	18563852	18564009	158	18563941	25.00	13.43812	5.55985	9.38842	RUNX1ChIP_MCF10AOEq0.05_peak_5265
chr17	18718625	18718778	154	18718765	14.00	5.12056	3.20761	1.93011	RUNX1ChIP_MCF10AOEq0.05_peak_5266
chr17	18992836	18993109	274	18992990	24.00	17.34867	7.70551	13.04596	RUNX1ChIP_MCF10AOEq0.05_peak_5267
chr17	19062059	19062211	153	19062178	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_5268
chr17	19063816	19064029	214	19063966	22.00	13.42617	6.12144	9.38184	RUNX1ChIP_MCF10AOEq0.05_peak_5269
chr17	19090026	19090466	441	19090231	41.00	35.38107	11.94375	30.09413	RUNX1ChIP_MCF10AOEq0.05_peak_5270
chr17	19091136	19091396	261	19091230	20.00	9.35247	4.49065	5.67275	RUNX1ChIP_MCF10AOEq0.05_peak_5271
chr17	19092676	19092854	179	19092740	23.00	15.47802	6.95961	11.28044	RUNX1ChIP_MCF10AOEq0.05_peak_5272
chr17	19112271	19112533	263	19112340	19.00	10.71327	5.32299	6.89188	RUNX1ChIP_MCF10AOEq0.05_peak_5273
chr17	19135607	19135715	109	19135660	12.00	5.98831	3.92459	2.66942	RUNX1ChIP_MCF10AOEq0.05_peak_5274
chr17	19159239	19159427	189	19159285	21.00	13.75085	6.50800	9.69250	RUNX1ChIP_MCF10AOEq0.05_peak_5275
chr17	19160691	19160924	234	19160809	28.00	21.92877	9.05718	17.31578	RUNX1ChIP_MCF10AOEq0.05_peak_5276
chr17	19161600	19162014	415	19161735	48.00	46.92394	15.30351	41.20215	RUNX1ChIP_MCF10AOEq0.05_peak_5277
chr17	19188027	19188238	212	19188115	42.00	38.97502	13.42961	33.53342	RUNX1ChIP_MCF10AOEq0.05_peak_5278
chr17	19190003	19190087	85	19190040	21.00	14.42207	6.87096	10.30053	RUNX1ChIP_MCF10AOEq0.05_peak_5279
chr17	19216207	19216646	440	19216538	48.00	42.37336	13.04133	36.80949	RUNX1ChIP_MCF10AOEq0.05_peak_5280
chr17	19217281	19217554	274	19217425	19.00	12.43868	6.24633	8.47994	RUNX1ChIP_MCF10AOEq0.05_peak_5281
chr17	19218826	19219017	192	19218912	26.00	19.70236	8.43255	15.22614	RUNX1ChIP_MCF10AOEq0.05_peak_5282
chr17	19249082	19249191	110	19249124	18.00	9.43199	4.84130	5.75098	RUNX1ChIP_MCF10AOEq0.05_peak_5283
chr17	19370641	19371006	366	19370828	27.00	20.80799	8.74486	16.25958	RUNX1ChIP_MCF10AOEq0.05_peak_5284
chr17	19371753	19371967	215	19371866	30.00	24.21380	9.68181	19.47198	RUNX1ChIP_MCF10AOEq0.05_peak_5285
chr17	19485114	19485295	182	19485159	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_5286
chr17	19508128	19508280	153	19508261	18.00	9.84950	5.05684	6.10580	RUNX1ChIP_MCF10AOEq0.05_peak_5287
chr17	19534646	19534960	315	19534715	26.00	14.30646	5.77369	10.23009	RUNX1ChIP_MCF10AOEq0.05_peak_5288
chr17	19724645	19724751	107	19724697	21.00	14.42207	6.87096	10.30053	RUNX1ChIP_MCF10AOEq0.05_peak_5289
chr17	20174731	20174804	74	20174793	13.00	6.93008	4.31509	3.51011	RUNX1ChIP_MCF10AOEq0.05_peak_5290
chr17	20381731	20381933	203	20381844	15.00	8.21194	4.70469	4.63228	RUNX1ChIP_MCF10AOEq0.05_peak_5291
chr17	20469321	20469419	99	20469387	18.00	9.84950	5.05684	6.10580	RUNX1ChIP_MCF10AOEq0.05_peak_5292
chr17	20470282	20470389	108	20470354	15.00	7.39439	4.25839	3.89968	RUNX1ChIP_MCF10AOEq0.05_peak_5293
chr17	20699062	20699252	191	20699184	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_5294
chr17	20700671	20700803	133	20700721	18.00	11.11901	5.73595	7.28129	RUNX1ChIP_MCF10AOEq0.05_peak_5295
chr17	20701681	20701784	104	20701725	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_5296
chr17	20721335	20721433	99	20721402	17.00	10.53919	5.62170	6.73596	RUNX1ChIP_MCF10AOEq0.05_peak_5297
chr17	21124138	21124378	241	21124284	22.00	10.93279	4.91833	7.10079	RUNX1ChIP_MCF10AOEq0.05_peak_5298
chr17	21193076	21193279	204	21193112	18.00	9.84950	5.05684	6.10580	RUNX1ChIP_MCF10AOEq0.05_peak_5299
chr17	21549418	21549598	181	21549533	29.00	22.47222	9.05676	17.84713	RUNX1ChIP_MCF10AOEq0.05_peak_5300
chr17	25951345	25951418	74	25951376	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_5301
chr17	27247521	27247621	101	27247532	12.00	5.17186	3.45994	1.96247	RUNX1ChIP_MCF10AOEq0.05_peak_5302
chr17	27259500	27259573	74	27259532	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_5303
chr17	27397017	27397096	80	27397056	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_5304
chr17	27453630	27453880	251	27453773	27.00	20.25845	8.45297	15.76627	RUNX1ChIP_MCF10AOEq0.05_peak_5305
chr17	27463452	27463731	280	27463584	23.00	16.48204	7.49560	12.21562	RUNX1ChIP_MCF10AOEq0.05_peak_5306
chr17	27519245	27519379	135	27519300	16.00	8.43229	4.65433	4.84298	RUNX1ChIP_MCF10AOEq0.05_peak_5307
chr17	27540435	27540624	190	27540556	16.00	8.18886	4.52454	4.60940	RUNX1ChIP_MCF10AOEq0.05_peak_5308
chr17	27541546	27541836	291	27541614	26.00	12.07255	4.82533	8.15611	RUNX1ChIP_MCF10AOEq0.05_peak_5309
chr17	27544636	27544896	261	27544783	28.00	21.92877	9.05718	17.31578	RUNX1ChIP_MCF10AOEq0.05_peak_5310
chr17	27546029	27546198	170	27546093	15.00	7.39439	4.25839	3.89968	RUNX1ChIP_MCF10AOEq0.05_peak_5311
chr17	27600687	27600838	152	27600787	23.00	14.26362	6.33490	10.19233	RUNX1ChIP_MCF10AOEq0.05_peak_5312
chr17	27777226	27777378	153	27777260	15.00	5.76642	3.42145	2.47326	RUNX1ChIP_MCF10AOEq0.05_peak_5313
chr17	27829443	27829521	79	27829490	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_5314
chr17	27840296	27840398	103	27840334	15.00	7.77416	4.46367	4.26071	RUNX1ChIP_MCF10AOEq0.05_peak_5315
chr17	28260881	28260954	74	28260891	11.00	5.44370	3.74780	2.17258	RUNX1ChIP_MCF10AOEq0.05_peak_5316
chr17	28278359	28278587	229	28278413	18.00	11.47793	5.93401	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_5317
chr17	28467600	28467760	161	28467660	24.00	15.45806	6.71949	11.26236	RUNX1ChIP_MCF10AOEq0.05_peak_5318
chr17	28507745	28507827	83	28507772	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_5319
chr17	28743486	28743632	147	28743541	15.00	5.76642	3.42145	2.47326	RUNX1ChIP_MCF10AOEq0.05_peak_5320
chr17	28926015	28926274	260	28926046	22.00	10.93279	4.91833	7.10079	RUNX1ChIP_MCF10AOEq0.05_peak_5321
chr17	29178453	29178559	107	29178475	15.00	5.76642	3.42145	2.47326	RUNX1ChIP_MCF10AOEq0.05_peak_5322
chr17	30113445	30113744	300	30113557	19.00	12.43868	6.24633	8.47994	RUNX1ChIP_MCF10AOEq0.05_peak_5323
chr17	30291036	30291225	190	30291124	36.00	31.38576	11.55571	26.26952	RUNX1ChIP_MCF10AOEq0.05_peak_5324
chr17	30297778	30298064	287	30297905	19.00	12.43868	6.24633	8.47994	RUNX1ChIP_MCF10AOEq0.05_peak_5325
chr17	30323649	30323977	329	30323779	17.00	7.13320	3.84913	3.65834	RUNX1ChIP_MCF10AOEq0.05_peak_5326
chr17	30363825	30364158	334	30364077	32.00	26.55374	10.30645	21.68969	RUNX1ChIP_MCF10AOEq0.05_peak_5327
chr17	30550692	30550769	78	30550716	15.00	8.73246	4.99707	5.09133	RUNX1ChIP_MCF10AOEq0.05_peak_5328
chr17	31269718	31269846	129	31269787	20.00	9.35247	4.49065	5.67275	RUNX1ChIP_MCF10AOEq0.05_peak_5329
chr17	31294965	31295107	143	31295039	16.00	9.12057	5.02891	5.45286	RUNX1ChIP_MCF10AOEq0.05_peak_5330
chr17	31495057	31495357	301	31495255	22.00	15.44289	7.18328	11.24790	RUNX1ChIP_MCF10AOEq0.05_peak_5331
chr17	31500155	31500510	356	31500378	27.00	20.80799	8.74486	16.25958	RUNX1ChIP_MCF10AOEq0.05_peak_5332
chr17	31550068	31550165	98	31550122	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_5333
chr17	31580760	31580958	199	31580894	23.00	9.80517	4.28918	6.07545	RUNX1ChIP_MCF10AOEq0.05_peak_5334
chr17	31581109	31581211	103	31581166	16.00	9.62361	5.30938	5.89892	RUNX1ChIP_MCF10AOEq0.05_peak_5335
chr17	31633026	31633382	357	31633167	39.00	35.13223	12.49266	29.84762	RUNX1ChIP_MCF10AOEq0.05_peak_5336
chr17	31659622	31659747	126	31659732	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_5337
chr17	31766399	31766529	131	31766507	19.00	11.20438	5.57958	7.36479	RUNX1ChIP_MCF10AOEq0.05_peak_5338
chr17	31805638	31805717	80	31805682	15.00	7.39439	4.25839	3.89968	RUNX1ChIP_MCF10AOEq0.05_peak_5339
chr17	32342126	32342235	110	32342220	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_5340
chr17	32609132	32609412	281	32609282	32.00	14.78734	5.06557	10.65515	RUNX1ChIP_MCF10AOEq0.05_peak_5341
chr17	33043606	33043699	94	33043636	17.00	10.40696	5.54797	6.64143	RUNX1ChIP_MCF10AOEq0.05_peak_5342
chr17	33121427	33121563	137	33121491	14.00	7.86719	4.68475	4.30826	RUNX1ChIP_MCF10AOEq0.05_peak_5343
chr17	33140843	33140961	119	33140899	13.00	4.50168	2.99377	1.41348	RUNX1ChIP_MCF10AOEq0.05_peak_5344
chr17	33511779	33511974	196	33511844	13.00	7.02939	4.37243	3.56443	RUNX1ChIP_MCF10AOEq0.05_peak_5345
chr17	35063648	35063725	78	35063657	14.00	6.62566	3.99224	3.21902	RUNX1ChIP_MCF10AOEq0.05_peak_5346
chr17	35063793	35063884	92	35063843	15.00	7.77416	4.46367	4.26071	RUNX1ChIP_MCF10AOEq0.05_peak_5347
chr17	35103415	35103518	104	35103458	18.00	11.47793	5.93401	7.59503	RUNX1ChIP_MCF10AOEq0.05_peak_5348
chr17	35299241	35299367	127	35299324	18.00	9.84950	5.05684	6.10580	RUNX1ChIP_MCF10AOEq0.05_peak_5349
chr17	35487163	35487390	228	35487331	25.00	13.43812	5.55985	9.38842	RUNX1ChIP_MCF10AOEq0.05_peak_5350
chr17	35778222	35778527	306	35778381	41.00	34.04545	11.28874	28.80976	RUNX1ChIP_MCF10AOEq0.05_peak_5351
chr17	36115090	36115203	114	36115152	16.00	6.33572	3.58595	2.96269	RUNX1ChIP_MCF10AOEq0.05_peak_5352
chr17	36192391	36192598	208	36192532	21.00	12.50251	5.85529	8.53128	RUNX1ChIP_MCF10AOEq0.05_peak_5353
